"rent_place","return_place","rent","return"
"ST-86","ST-95",769,828
"ST-86","ST-991",769,1167
"ST-867","ST-1121",770,63
"ST-867","ST-1124",770,64
"ST-867","ST-1285",770,148
"ST-867","ST-914",770,806
"ST-868","ST-915",771,807
"ST-87","ST-209",773,295
"ST-87","ST-344",773,394
"ST-87","ST-443",773,1160
"ST-87","ST-455",773,466
"ST-87","ST-460",773,470
"ST-87","ST-462",773,472
"ST-87","ST-89",773,787
"ST-871","ST-1243",775,935
"ST-871","ST-1528",775,1170
"ST-871","ST-876",775,1171
"ST-874","ST-1239",776,123
"ST-875","ST-1239",777,123
"ST-875","ST-876",777,1171
"ST-877","ST-1150",778,78
"ST-877","ST-1326",778,171
"ST-877","ST-1545",778,967
"ST-879","ST-1165",779,86
"ST-879","ST-890",779,788
"ST-881","ST-1165",780,86
"ST-881","ST-1311",780,908
"ST-882","ST-1264",781,133
"ST-882","ST-1268",781,137
"ST-882","ST-1337",781,176
"ST-882","ST-1548",781,941
"ST-882","ST-976",781,841
"ST-883","ST-1521",782,225
"ST-883","ST-936",782,823
"ST-884","ST-1337",783,176
"ST-884","ST-976",783,841
"ST-886","ST-1267",784,136
"ST-886","ST-1547",784,231
"ST-887","ST-1156",785,1131
"ST-887","ST-965",785,835
"ST-889","ST-929",786,816
"ST-89","ST-209",787,295
"ST-89","ST-455",787,466
"ST-89","ST-462",787,472
"ST-89","ST-463",787,1052
"ST-89","ST-91",787,803
"ST-89","ST-92",787,1172
"ST-89","ST-96",787,1161
"ST-89","ST-968",787,1173
"ST-890","ST-1165",788,86
"ST-890","ST-1166",788,87
"ST-890","ST-1168",788,88
"ST-890","ST-1361",788,189
"ST-890","ST-929",788,816
"ST-891","ST-1070",789,32
"ST-891","ST-1078",789,36
"ST-891","ST-1079",789,37
"ST-891","ST-1081",789,39
"ST-891","ST-1086",789,42
"ST-891","ST-1087",789,43
"ST-891","ST-1409",789,202
"ST-891","ST-1582",789,239
"ST-891","ST-1584",789,240
"ST-891","ST-1585",789,241
"ST-891","ST-1586",789,242
"ST-891","ST-1590",789,244
"ST-891","ST-1681",789,259
"ST-891","ST-1683",789,872
"ST-891","ST-1705",789,880
"ST-891","ST-1706",789,873
"ST-891","ST-1719",789,270
"ST-891","ST-1720",789,865
"ST-891","ST-1728",789,272
"ST-891","ST-1729",789,273
"ST-891","ST-1730",789,874
"ST-891","ST-892",789,790
"ST-891","ST-904",789,798
"ST-891","ST-908",789,802
"ST-891","ST-933",789,820
"ST-892","ST-1079",790,37
"ST-892","ST-1087",790,43
"ST-892","ST-1420",790,207
"ST-892","ST-1719",790,270
"ST-892","ST-1720",790,865
"ST-892","ST-1730",790,874
"ST-892","ST-908",790,802
"ST-894","ST-1087",791,43
"ST-894","ST-1409",791,202
"ST-894","ST-1584",791,240
"ST-894","ST-1719",791,270
"ST-895","ST-1419",792,876
"ST-899","ST-906",794,800
"ST-9","ST-10",795,1
"ST-9","ST-14",795,198
"ST-9","ST-18",795,279
"ST-9","ST-20",795,287
"ST-9","ST-208",795,294
"ST-9","ST-209",795,295
"ST-9","ST-210",795,297
"ST-9","ST-211",795,997
"ST-9","ST-341",795,392
"ST-9","ST-342",795,393
"ST-90","ST-110",796,1165
"ST-90","ST-93",796,817
"ST-90","ST-95",796,828
"ST-903","ST-1076",797,35
"ST-903","ST-1084",797,41
"ST-903","ST-1186",797,97
"ST-903","ST-1364",797,190
"ST-903","ST-1419",797,876
"ST-903","ST-1578",797,919
"ST-903","ST-1707",797,263
"ST-903","ST-904",797,798
"ST-903","ST-905",797,799
"ST-903","ST-906",797,800
"ST-903","ST-907",797,801
"ST-904","ST-1075",798,34
"ST-904","ST-1076",798,35
"ST-904","ST-1084",798,41
"ST-904","ST-1364",798,190
"ST-904","ST-1419",798,876
"ST-904","ST-1578",798,919
"ST-904","ST-1592",798,1175
"ST-904","ST-1703",798,920
"ST-904","ST-1707",798,263
"ST-904","ST-905",798,799
"ST-904","ST-906",798,800
"ST-904","ST-907",798,801
"ST-905","ST-1084",799,41
"ST-905","ST-1417",799,205
"ST-905","ST-1419",799,876
"ST-905","ST-1707",799,263
"ST-906","ST-1082",800,1176
"ST-906","ST-1416",800,204
"ST-906","ST-1417",800,205
"ST-906","ST-1418",800,1177
"ST-906","ST-1579",800,970
"ST-906","ST-1657",800,1178
"ST-907","ST-1084",801,41
"ST-908","ST-1087",802,43
"ST-908","ST-1719",802,270
"ST-908","ST-1720",802,865
"ST-91","ST-110",803,1165
"ST-91","ST-93",803,817
"ST-91","ST-94",803,824
"ST-91","ST-95",803,828
"ST-910","ST-1105",804,54
"ST-910","ST-1203",804,109
"ST-910","ST-1317",804,164
"ST-910","ST-1636",804,957
"ST-910","ST-1723",804,886
"ST-913","ST-1280",805,144
"ST-913","ST-1288",805,1103
"ST-914","ST-1121",806,63
"ST-914","ST-1278",806,142
"ST-914","ST-1283",806,146
"ST-914","ST-1284",806,147
"ST-914","ST-1285",806,148
"ST-914","ST-1287",806,894
"ST-914","ST-1290",806,151
"ST-914","ST-1425",806,1105
"ST-914","ST-1426",806,1179
"ST-914","ST-1473",806,946
"ST-914","ST-1475",806,947
"ST-914","ST-1672",806,895
"ST-915","ST-1289",807,896
"ST-916","ST-1293",808,152
"ST-918","ST-1274",809,140
"ST-918","ST-1275",809,141
"ST-919","ST-1227",810,1180
"ST-919","ST-1523",810,934
"ST-919","ST-1526",810,1126
"ST-919","ST-920",810,1127
"ST-923","ST-1152",811,1132
"ST-923","ST-1154",811,1181
"ST-923","ST-1742",811,1182
"ST-923","ST-924",811,812
"ST-923","ST-949",811,827
"ST-924","ST-1739",812,954
"ST-924","ST-935",812,822
"ST-925","ST-1552",813,1137
"ST-927","ST-1316",814,163
"ST-928","ST-1316",815,163
"ST-928","ST-1655",815,956
"ST-928","ST-949",815,827
"ST-929","ST-1166",816,87
"ST-929","ST-1311",816,908
"ST-93","ST-462",817,472
"ST-93","ST-94",817,824
"ST-93","ST-96",817,1161
"ST-93","ST-991",817,1167
"ST-931","ST-1207",819,110
"ST-931","ST-1424",819,927
"ST-933","ST-1582",820,239
"ST-933","ST-1584",820,240
"ST-933","ST-1729",820,273
"ST-934","ST-1546",821,230
"ST-934","ST-1678",821,932
"ST-935","ST-949",822,827
"ST-936","ST-1265",823,134
"ST-936","ST-1521",823,225
"ST-936","ST-1542",823,228
"ST-936","ST-1546",823,230
"ST-94","ST-110",824,1165
"ST-94","ST-95",824,828
"ST-942","ST-1098",825,48
"ST-948","ST-1103",826,53
"ST-948","ST-1105",826,54
"ST-948","ST-1109",826,57
"ST-949","ST-1152",827,1132
"ST-949","ST-1316",827,163
"ST-949","ST-1655",827,956
"ST-949","ST-1739",827,954
"ST-95","ST-110",828,1165
"ST-95","ST-991",828,1167
"ST-951","ST-1267",829,136
"ST-951","ST-1546",829,230
"ST-951","ST-1547",829,231
"ST-951","ST-1678",829,932
"ST-951","ST-976",829,841
"ST-952","ST-1546",830,230
"ST-955","ST-1178",831,1153
"ST-958","ST-1166",832,87
"ST-958","ST-1361",832,189
"ST-964","ST-1474",834,966
"ST-965","ST-1156",835,1131
"ST-965","ST-1262",835,1185
"ST-97","ST-102",836,8
"ST-97","ST-1193",836,100
"ST-97","ST-1194",836,101
"ST-97","ST-1263",836,132
"ST-97","ST-1378",836,196
"ST-97","ST-1429",836,208
"ST-97","ST-1603",836,247
"ST-97","ST-1660",836,257
"ST-97","ST-1722",836,1020
"ST-97","ST-253",836,324
"ST-97","ST-259",836,330
"ST-97","ST-364",836,406
"ST-97","ST-384",836,417
"ST-97","ST-385",836,418
"ST-97","ST-972",836,837
"ST-97","ST-973",836,838
"ST-97","ST-974",836,839
"ST-97","ST-984",836,845
"ST-97","ST-99",836,849
"ST-972","ST-1193",837,100
"ST-972","ST-1194",837,101
"ST-972","ST-1378",837,196
"ST-972","ST-1429",837,208
"ST-972","ST-1660",837,257
"ST-972","ST-1663",837,853
"ST-972","ST-1690",837,858
"ST-972","ST-1722",837,1020
"ST-972","ST-973",837,838
"ST-972","ST-974",837,839
"ST-972","ST-984",837,845
"ST-972","ST-987",837,847
"ST-973","ST-1429",838,208
"ST-973","ST-974",838,839
"ST-974","ST-1193",839,100
"ST-974","ST-1378",839,196
"ST-974","ST-1429",839,208
"ST-974","ST-1660",839,257
"ST-974","ST-1661",839,258
"ST-974","ST-984",839,845
"ST-975","ST-1062",840,25
"ST-975","ST-1065",840,28
"ST-975","ST-1251",840,129
"ST-975","ST-1253",840,130
"ST-975","ST-1254",840,1085
"ST-975","ST-1718",840,870
"ST-976","ST-1264",841,133
"ST-976","ST-1269",841,1186
"ST-976","ST-1337",841,176
"ST-976","ST-1548",841,941
"ST-976","ST-1678",841,932
"ST-98","ST-101",842,5
"ST-98","ST-102",842,8
"ST-98","ST-1660",842,257
"ST-98","ST-972",842,837
"ST-98","ST-99",842,849
"ST-980","ST-1660",843,257
"ST-983","ST-1194",844,101
"ST-983","ST-1266",844,135
"ST-983","ST-1662",844,942
"ST-983","ST-985",844,846
"ST-984","ST-1378",845,196
"ST-984","ST-1429",845,208
"ST-984","ST-1660",845,257
"ST-984","ST-1661",845,258
"ST-985","ST-1266",846,135
"ST-985","ST-1662",846,942
"ST-987","ST-1660",847,257
"ST-987","ST-1661",847,258
"ST-988","ST-1660",848,257
"ST-99","ST-100",849,2
"ST-99","ST-101",849,5
"ST-99","ST-102",849,8
"ST-99","ST-106",849,23
"ST-99","ST-107",849,31
"ST-99","ST-108",849,38
"ST-99","ST-109",849,45
"ST-99","ST-111",849,58
"ST-99","ST-113",849,68
"ST-99","ST-1191",849,99
"ST-99","ST-1193",849,100
"ST-99","ST-1194",849,101
"ST-99","ST-1195",849,102
"ST-99","ST-1199",849,867
"ST-99","ST-1263",849,132
"ST-99","ST-1336",849,175
"ST-99","ST-1377",849,881
"ST-99","ST-1584",849,240
"ST-99","ST-1603",849,247
"ST-99","ST-1660",849,257
"ST-99","ST-1661",849,258
"ST-99","ST-1663",849,853
"ST-99","ST-1690",849,858
"ST-99","ST-241",849,314
"ST-99","ST-254",849,325
"ST-99","ST-256",849,327
"ST-99","ST-258",849,329
"ST-99","ST-360",849,402
"ST-99","ST-362",849,404
"ST-99","ST-366",849,407
"ST-99","ST-376",849,414
"ST-99","ST-382",849,416
"ST-99","ST-445",849,456
"ST-99","ST-446",849,457
"ST-99","ST-483",849,482
"ST-99","ST-506",849,504
"ST-99","ST-750",849,689
"ST-99","ST-840",849,759
"ST-99","ST-972",849,837
"ST-99","ST-974",849,839
"ST-99","ST-980",849,843
"ST-99","ST-987",849,847
"ST-99","ST-988",849,848
"ST-993","ST-994",850,851
"ST-994","ST-1005",851,1040
"ST-994","ST-1006",851,4
"ST-994","ST-1018",851,854
"ST-994","ST-997",851,852
"ST-997","ST-1002",852,3
"ST-997","ST-1015",852,6
"ST-997","ST-1496",852,218
"ST-997","ST-1505",852,855
